;Date;sentiment
788;2011-09-23;-0.33448452
789;2011-09-26;-0.3217426
790;2011-09-27;-0.3790132
791;2011-09-28;-0.21353039
792;2011-09-29;-0.23473641
793;2011-09-30;-0.054738857
794;2011-10-03;-0.054151952
795;2011-10-04;-0.17879438
796;2011-10-05;-0.392001
797;2011-10-06;-0.3576417
798;2011-10-07;-0.226809
799;2011-10-10;-0.7566298
800;2011-10-11;-0.4097742
801;2011-10-12;-0.23692814
802;2011-10-13;-0.54143125
803;2011-10-14;-0.3410278
804;2011-10-17;-0.48424134
805;2011-10-18;-0.1610463
806;2011-10-19;-0.50215256
807;2011-10-20;-0.45598134
808;2011-10-21;-0.4582711
809;2011-10-24;0.08177405
810;2011-10-25;-0.4970582
811;2011-10-26;-0.6439694
812;2011-10-27;-0.5272251
813;2011-10-28;-0.5293051
814;2011-10-31;-0.554528
815;2011-11-01;-0.081197
816;2011-11-02;-0.28154176
817;2011-11-03;-0.5034941
818;2011-11-04;-0.2204864
819;2011-11-07;-0.45605808
820;2011-11-08;-0.25274518
821;2011-11-09;-0.2687314
822;2011-11-10;-0.47528043
823;2011-11-11;-0.77416277
824;2011-11-14;-0.57252866
825;2011-11-15;-0.19010727
826;2011-11-16;-0.81445855
827;2011-11-17;-0.3027625
828;2011-11-18;-0.25017944
829;2011-11-21;-0.8527365
830;2011-11-22;-0.57217485
831;2011-11-23;-0.52942353
832;2011-11-25;-0.4704697
833;2011-11-28;-0.6133653
834;2011-11-29;-0.6754384
835;2011-11-30;-0.566249
836;2011-12-01;-0.37844443
837;2011-12-02;-0.53386104
838;2011-12-05;-0.57878983
839;2011-12-06;-0.2157455
840;2011-12-07;-0.48595938
841;2011-12-08;-0.41952786
842;2011-12-09;-0.33529165
843;2011-12-12;-0.32516652
844;2011-12-13;-0.3557765
845;2011-12-14;-0.7536484
846;2011-12-15;-0.7489508
847;2011-12-16;-0.5487348
848;2011-12-19;-0.29411155
849;2011-12-20;-0.62691367
850;2011-12-21;-0.7404025
851;2011-12-22;-0.40555
852;2011-12-23;-0.20838046
853;2011-12-27;-0.73284155
854;2011-12-28;-0.502977
855;2011-12-29;-0.32067674
856;2011-12-30;-0.3021844
857;2012-01-03;-0.633355
858;2012-01-04;-0.5774702
859;2012-01-05;-0.4470454
860;2012-01-06;-0.26139688
861;2012-01-09;-0.5592431
862;2012-01-10;-0.5053453
863;2012-01-11;-0.74970865
864;2012-01-12;-0.46001816
865;2012-01-13;-0.39912513
866;2012-01-17;-0.08478947
867;2012-01-18;-0.8053446
868;2012-01-19;-0.47797322
869;2012-01-20;-0.31073546
870;2012-01-23;-0.20728156
871;2012-01-24;-0.35418785
872;2012-01-25;-0.34072876
873;2012-01-26;-0.5135927
874;2012-01-27;-0.3352872
875;2012-01-30;-0.28389215
